index,source,subset,collection_date,word_1,word_2,word_3,word_4,word_5,word_6,word_7,word_8,word_9,word_10,word_dat_score,word_dropped,cue_model_name,cue_1,cue_2,cue_3,cue_4,cue_5,cue_6,cue_7,cue_8,cue_9,cue_10,cue_dat_score,cue_dropped,augment_1,augment_2,augment_3,augment_4,augment_5,augment_6,augment_7,augment_8,augment_9,augment_10,augment_dat_score,augment_dropped,demo_age,demo_gender,demo_country,demo_region,demo_ethnicity,demo_education,demo_major,demo_english_comfort,demo_program_type,demo_multilingual,extra_json
zunyi2024_233740208,zunyi2024,dat,2024-11-19 0:00:00,mah-jong,signature,grass,skating,diary,rope,mountain,cooler,volleyball,kitten,87.496614,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,male,China,Asia,Asian,Bachelor's degree,Sports,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""304.007875"", ""GPA"": ""2.8117"", ""usetime"": ""93.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_233740213,zunyi2024,dat,2024-11-19 0:00:00,fruit,vegetables,book,slippers,tree,garbage,river,leaf,land,airplane,75.90577,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,male,China,Asia,Asian,Bachelor's degree,Sports,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""349.008587"", ""GPA"": ""2.5444"", ""usetime"": ""79.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_233740239,zunyi2024,dat,2024-11-19 0:00:00,telephone,clothes,lecture,book,spectacles,tomato,potato,cloudiness,vegetables,eggplant,83.447599,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,male,China,Asia,Asian,Bachelor's degree,Sports,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""306.008062"", ""GPA"": ""2.205"", ""usetime"": ""159.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_233740241,zunyi2024,dat,2024-11-19 0:00:00,book,computer,cliff,bacterium,raindrop,shoelace,tram,railing,food,microscope,93.100512,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Sports,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""345.008312"", ""GPA"": ""2.491"", ""usetime"": ""84.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_233940108,zunyi2024,dat,2024-11-19 0:00:00,communication,world,health,balance,meal,convenience,emphasis,regret,employment,success,69.409215,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,male,China,Asia,Asian,Bachelor's degree,Sports,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""490.096571"", ""GPA"": ""2.491"", ""usetime"": ""77.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_233940113,zunyi2024,dat,2024-11-19 0:00:00,friendship,school,friendship,clothes,solitude,expression,label,revolution,ease,contentment,80.22517,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Sports,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""489.096553"", ""GPA"": ""2.9337"", ""usetime"": ""86.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_233940148,zunyi2024,dat,2024-11-19 0:00:00,tree,soil,stone,flower,flora,fruit,bread,clothing,shoe,socks,62.860537,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Sports,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""403.089867"", ""GPA"": ""3.145"", ""usetime"": ""165.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_233940215,zunyi2024,dat,2024-11-19 0:00:00,car,station,tree,hairdryer,piano,game,company,bed,telephone,missile,82.489949,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,male,China,Asia,Asian,Bachelor's degree,Sports,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""401.089748"", ""GPA"": ""3.2429"", ""usetime"": ""122.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_233940219,zunyi2024,dat,2024-11-19 0:00:00,forest,river,quilt,ruler,chocolate,gelato,beverage,cruller,,spectacles,80.575544,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Sports,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""499.097096"", ""GPA"": ""3.0113"", ""usetime"": ""105.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_233940220,zunyi2024,dat,2024-11-19 0:00:00,album,grape,sky,nature,rainbow,space,rocket,family,redness,color,77.032489,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Sports,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""490.0966"", ""GPA"": ""3.6776"", ""usetime"": ""100.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_233940221,zunyi2024,dat,2024-11-19 0:00:00,backpack,volcano,road,subway,maize,spaceship,dragon,happiness,handsomeness,wave,82.761794,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Sports,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""403.089882"", ""GPA"": ""2.7928"", ""usetime"": ""119.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_234040101,zunyi2024,dat,2024-11-19 0:00:00,computer,piano,flower,milk,spectacles,airplane,money,sun,academy,bench,83.519453,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""491.096671"", ""GPA"": ""2.7651"", ""usetime"": ""98.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_234040102,zunyi2024,dat,2024-11-19 0:00:00,square,flagstone,turtleneck,probability,sunset,confidant,tank,aide,flowers,computer,89.296806,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""491.096634"", ""GPA"": ""3.5259"", ""usetime"": ""147.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_234040103,zunyi2024,dat,2024-11-19 0:00:00,tree,fruit,backpack,tank,animal,family,flag,snowflake,building,ocean,75.56175,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""503.097326"", ""GPA"": ""3.2184"", ""usetime"": ""96.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_234040106,zunyi2024,dat,2024-11-19 0:00:00,society,work,cane,elder,planet,sky,eagle,skyscraper,cement,pulse,76.726025,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""400.089608"", ""GPA"": ""3.4246"", ""usetime"": ""116.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_234040107,zunyi2024,dat,2024-11-19 0:00:00,umbrella,pen,toothbrush,mirror,lipstick,pillow,towel,soap,detergent,cup,65.408474,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""401.089708"", ""GPA"": ""3.4791"", ""usetime"": ""100.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_234040108,zunyi2024,dat,2024-11-19 0:00:00,exam,airplane,rice,wireless,language,country,barley,dormitory,gate,knife,83.071119,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,male,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""400.089612"", ""GPA"": ""3.1663"", ""usetime"": ""139.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_234040109,zunyi2024,dat,2024-11-19 0:00:00,plate,tree,hammer,alarm,stone,hair,spaceship,keyboard,light,feather,79.999477,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""503.097333"", ""GPA"": ""3.229"", ""usetime"": ""106.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_234040110,zunyi2024,dat,2024-11-19 0:00:00,volcano,pork,universe,country,love,shutdown,curtain,light,animal,lipstick,84.682238,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""400.089592"", ""GPA"": ""2.8828"", ""usetime"": ""153.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_234040113,zunyi2024,dat,2024-11-19 0:00:00,universe,bun,railway,map,space,software,sword,medicine,earth,feces,84.316343,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""497.096984"", ""GPA"": ""3.316"", ""usetime"": ""171.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_234040120,zunyi2024,dat,2024-11-19 0:00:00,airplane,bed,chopsticks,road,squirrel,wig,cloud,desert,manicure,singularity,82.972127,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""428.09235"", ""GPA"": ""2.8147"", ""usetime"": ""169.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_234040150,zunyi2024,dat,2024-11-19 0:00:00,ocean,air,stone,chopsticks,airplane,rail,carton,backpack,elevator,actor,78.744525,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,male,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""400.089568"", ""GPA"": ""2.884"", ""usetime"": ""107.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_234240237,zunyi2024,dat,2024-11-19 0:00:00,rocket,pen,railway,land,pot,telephone,toy,classroom,anthology,digit,80.857414,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,male,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""408.090472"", ""GPA"": ""3.2934"", ""usetime"": ""243.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150106,zunyi2024,dat,2024-11-19 0:00:00,food,wealth,car,house,flowers,number,sky,playground,campus,basketball,73.176557,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""495.0"", ""GPA"": ""3.3134"", ""usetime"": ""100.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150107,zunyi2024,dat,2024-11-19 0:00:00,flowers,rocket,ship,carrier,station,star,ocean,beach,tide,city,75.551367,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""463.0"", ""GPA"": ""2.8882"", ""usetime"": ""180.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150214,zunyi2024,dat,2024-11-19 0:00:00,composure,adventure,time,thought,sleep,understanding,misfortune,simulation,simplicity,envy,69.091886,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""509.923178"", ""GPA"": ""3.2083"", ""usetime"": ""144.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150221,zunyi2024,dat,2024-11-19 0:00:00,cat,flower,fish,rain,sea,snack,staple,clothes,stationery,homework,70.842797,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,male,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""545.0"", ""GPA"": ""3.6959"", ""usetime"": ""125.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150224,zunyi2024,dat,2024-11-19 0:00:00,cane,flower,floor,eave,bird,fruit,vegetables,car,mountain,pilaf,73.262513,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,male,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""465.0"", ""GPA"": ""3.146"", ""usetime"": ""93.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150229,zunyi2024,dat,2024-11-19 0:00:00,cane,airplane,quilt,rice,tree,debate,dream,imagination,sky,toy,78.635526,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""457.0"", ""GPA"": ""2.03"", ""usetime"": ""163.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150237,zunyi2024,dat,2024-11-19 0:00:00,cooler,gelato,shuttlecock,racket,basketball,beverage,noodles,milk,backpack,pen,83.229184,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""462.0"", ""usetime"": ""120.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150325,zunyi2024,dat,2024-11-19 0:00:00,fool,angel,rose,railing,partnership,whitehead,chocolate,music,basketball,compassion,87.673444,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""478.0"", ""usetime"": ""116.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150411,zunyi2024,dat,2024-11-19 0:00:00,sweetness,fate,lover,flower,tofu,chopsticks,sky,mathematics,backpack,peach,77.629614,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,male,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""464.0"", ""usetime"": ""210.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150421,zunyi2024,dat,2024-11-19 0:00:00,seat,flower,day,night,messenger,king,princess,source,fruit,tree,73.128778,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,male,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""462.0"", ""usetime"": ""175.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150427,zunyi2024,dat,2024-11-19 0:00:00,greeting,name,gender,age,grade,hobby,interest,eye,ear,shoe,75.919163,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""463.0"", ""usetime"": ""102.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150432,zunyi2024,dat,2024-11-19 0:00:00,noodles,bowl,milk,cheese,yogurt,chopsticks,ladle,bread,leaf,book,54.257917,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""463.0"", ""usetime"": ""99.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150433,zunyi2024,dat,2024-11-19 0:00:00,ocean,universe,groundwater,proton,core,letter,bacterium,rag,plate,cave,83.738935,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""469.0"", ""usetime"": ""129.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150442,zunyi2024,dat,2024-11-19 0:00:00,hanger,essence,bread,brush,beverage,tissue,screwdriver,book,sticker,moisturizer,77.397525,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,male,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""502.0"", ""usetime"": ""89.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150514,zunyi2024,dat,2024-11-19 0:00:00,shirt,barbecue,raincoat,pillar,bamboo,sleeve,scenery,picture,paintbrush,green,79.538375,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""465.0"", ""usetime"": ""70.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150516,zunyi2024,dat,2024-11-19 0:00:00,milk,biscuit,tree,flower,grass,nail,microphone,story,framework,chimney,74.298757,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,male,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""498.0"", ""usetime"": ""121.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150520,zunyi2024,dat,2024-11-19 0:00:00,beauty,pancake,game,test,competition,computer,seat,meal,airplane,grade,80.885643,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""467.0"", ""usetime"": ""140.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150536,zunyi2024,dat,2024-11-19 0:00:00,movement,book,chess,game,makeup,profit,language,speech,meal,tourism,79.995883,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""502.968107"", ""usetime"": ""135.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150601,zunyi2024,dat,2024-11-19 0:00:00,tofu,wood,soil,feces,flower,planet,refrigerator,wire,gold,silk,77.418566,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,male,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""508.922695"", ""usetime"": ""128.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150613,zunyi2024,dat,2024-11-19 0:00:00,milk,egg,sandwich,rocket,missile,airplane,cannon,tank,flowers,jasmine,68.734986,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""458.0"", ""usetime"": ""121.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150616,zunyi2024,dat,2024-11-19 0:00:00,activity,class,sleep,game,chat,interaction,romance,process,play,goodbye,74.212563,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""460.0"", ""usetime"": ""96.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150618,zunyi2024,dat,2024-11-19 0:00:00,telephone,computer,painting,music,movie,scenery,delicacy,tourism,friend,family,80.130243,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""474.0"", ""usetime"": ""151.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150622,zunyi2024,dat,2024-11-19 0:00:00,apple,gun,tree,lipstick,song,ring,shoe,lightbulb,lighter,bed,77.135605,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""485.0"", ""usetime"": ""207.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150624,zunyi2024,dat,2024-11-19 0:00:00,chopsticks,lyrics,star,village,ballad,humanity,time,money,classmate,friend,83.719134,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""514.115088"", ""usetime"": ""190.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150629,zunyi2024,dat,2024-11-19 0:00:00,flowers,branch,pastry,banana,rubber,world,moon,bracelet,necklace,earring,77.67936,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""462.0"", ""usetime"": ""198.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150631,zunyi2024,dat,2024-11-19 0:00:00,ripple,character,shell,medal,dance,dream,future,window,squirrel,chips,80.137706,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""486.0"", ""usetime"": ""80.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150703,zunyi2024,dat,2024-11-19 0:00:00,flower,peach,subject,study,love,family,friend,telephone,car,hotpot,73.968089,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,male,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""539.213113"", ""usetime"": ""114.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150707,zunyi2024,dat,2024-11-19 0:00:00,cucumber,house,bed,computer,shampoo,notebook,pen,eraser,clothes,brain,77.650607,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,male,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""472.0"", ""usetime"": ""110.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150715,zunyi2024,dat,2024-11-19 0:00:00,apple,mirror,book,telephone,umbrella,stamp,sofa,paintbrush,car,cup,80.688494,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""493.0"", ""usetime"": ""88.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150726,zunyi2024,dat,2024-11-19 0:00:00,rocket,sack,rope,chair,tangerine,spectacles,animal,intelligence,submarine,shop,82.465774,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,male,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""473.0"", ""usetime"": ""98.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150728,zunyi2024,dat,2024-11-19 0:00:00,banana,apple,peach,lychee,,kiwi,mango,pineapple,pomelo,orange,38.591188,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""454.0"", ""usetime"": ""117.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150731,zunyi2024,dat,2024-11-19 0:00:00,boyfriend,broom,sheet,tile,projector,shoelace,toilet,surveillance,hair,doll,82.438016,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""466.0"", ""usetime"": ""204.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150732,zunyi2024,dat,2024-11-19 0:00:00,table,game,beauty,regulation,image,doctor,condition,clothes,note,color,79.214561,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""471.0"", ""usetime"": ""192.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150738,zunyi2024,dat,2024-11-19 0:00:00,cloud,milk,windmill,resort,telephone,airplane,travel,coal,grass,submarine,81.987172,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,female,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""473.0"", ""usetime"": ""93.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150750,zunyi2024,dat,2024-11-19 0:00:00,soy,clothes,house,shoe,socks,mattress,quilt,fruit,lunch,tree,69.416481,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,male,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""519.0"", ""usetime"": ""154.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150806,zunyi2024,dat,2024-11-19 0:00:00,sky,crayon,cloud,meadow,clothes,pants,skirt,rice,vegetables,fruit,70.589215,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,male,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""480.0"", ""usetime"": ""118.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150822,zunyi2024,dat,2024-11-19 0:00:00,hotpot,railway,elephant,shell,bridge,wheelchair,eye,clothes,ring,water,83.964783,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,male,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""495.0"", ""usetime"": ""90.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
zunyi2024_240150823,zunyi2024,dat,2024-11-19 0:00:00,basketball,football,volleyball,shuttlecock,football,baseball,tennis,ping-pong,billiards,apple,52.412724,0,,,,,,,,,,,,,,,,,,,,,,,,,,young,male,China,Asia,Asian,Bachelor's degree,Medical,,,,"{""intelligence"": ""Human"", ""mandarin"": ""False"", ""college entrance score"": ""493.0"", ""usetime"": ""152.0"", ""CollectionDate"": ""2024-11-19 0:00:00""}"
