model_name,batch,temperature,source_file,dat_score,noun_0,noun_1,noun_2,noun_3,noun_4,noun_5,noun_6,noun_7,noun_8,noun_9
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,49.37114173,water,happiness,chair,thunder,memory,bread,shadow,friendship,mountain,laughter
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,49.49162006,water,happiness,mountain,bicycle,music,butterfly,thunder,sandwich,dream,carpet
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,41.51850465,water,happiness,mountain,book,music,fire,friendship,chair,dream,apple
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,41.51850465,water,happiness,mountain,book,music,fire,friendship,table,dream,butterfly
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,48.32672529,water,happiness,mountain,clock,butterfly,thunder,book,friendship,shadow,bread
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,48.18891994,water,happiness,mountain,music,butterfly,thunder,memory,bread,shadow,friendship
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,41.51850465,water,happiness,mountain,book,music,fire,friendship,chair,dream,apple
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,56.96758926,tree,emotion,bicycle,thunder,sandwich,mathematics,shadow,ocean,laughter,crystal
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,48.92089194,water,happiness,mountain,clock,friendship,butterfly,thunder,bread,memory,shadow
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,47.34618131,water,happiness,mountain,computer,friendship,elephant,music,kitchen,dream,bicycle
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,57.42760544,water,happiness,bicycle,thunder,sandwich,mathematics,butterfly,pillow,anger,telescope
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,56.29743331,water,happiness,bicycle,thunder,mathematics,sandwich,shadow,memory,butterfly,mountain
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,41.51850465,water,happiness,mountain,book,music,fire,friendship,chair,dream,apple
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,49.64017665,water,happiness,mountain,bicycle,music,shadow,bread,thunder,friendship,mirror
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,46.41864025,water,happiness,mountain,book,music,friendship,hammer,cloud,memory,butterfly
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,41.51850465,water,happiness,mountain,book,music,fire,friendship,table,dream,butterfly
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,56.29743331,water,happiness,bicycle,thunder,mathematics,sandwich,shadow,memory,butterfly,mountain
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,41.51850465,water,happiness,mountain,book,music,friendship,fire,dream,bicycle,laughter
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,41.51850465,water,happiness,mountain,book,music,friendship,fire,dream,bicycle,laughter
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,48.32672529,water,happiness,mountain,clock,butterfly,thunder,book,friendship,diamond,bread
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,46.29453809,water,mountain,happiness,book,elephant,music,thunder,bread,shadow,friendship
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,45.88187758,water,mountain,happiness,book,elephant,music,chair,storm,friendship,apple
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,55.92970707,water,happiness,chair,thunder,mathematics,butterfly,sandwich,memory,mountain,music
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,51.68598098,water,happiness,chair,thunder,mathematics,butterfly,freedom,sandwich,moonlight,friendship
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,41.51850465,water,happiness,mountain,book,music,fire,friendship,chair,dream,flower
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,41.51850465,water,happiness,mountain,book,music,fire,friendship,chair,dream,apple
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,49.43999584,water,happiness,chair,thunder,memory,butterfly,mountain,music,shadow,bread
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,41.51850465,water,happiness,mountain,book,music,fire,friendship,chair,dream,apple
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,49.62660837,water,happiness,mountain,computer,music,butterfly,justice,sandwich,thunder,friendship
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,48.32672529,water,happiness,mountain,clock,butterfly,thunder,book,friendship,shadow,bread
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,50.93210529,water,happiness,mountain,clock,butterfly,thunder,bread,shadow,memory,carpet
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,49.2229627,water,mountain,happiness,book,thunder,butterfly,justice,sandwich,music,shadow
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,55.92970707,water,happiness,chair,thunder,butterfly,mathematics,sandwich,shadow,music,volcano
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,41.51850465,water,happiness,mountain,book,music,friendship,fire,dream,bicycle,laughter
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,41.51850465,water,happiness,mountain,book,music,fire,friendship,chair,dream,apple
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,48.47205745,water,happiness,mountain,clock,butterfly,thunder,memory,carpet,laughter,shadow
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,55.12089772,ocean,butterfly,mathematics,sandwich,thunder,mirror,childhood,bicycle,laughter,mountain
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,49.99630392,water,mountain,happiness,book,thunder,butterfly,mathematics,sandwich,mirror,sleep
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,49.20458315,water,happiness,mountain,computer,butterfly,music,anger,sandwich,cloud,friendship
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,55.92970707,water,happiness,chair,thunder,mathematics,butterfly,sandwich,shadow,music,mountain
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,56.29743331,water,happiness,bicycle,thunder,mathematics,sandwich,shadow,friendship,telescope,butterfly
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,46.48331263,water,mountain,happiness,book,tiger,music,chair,thunder,friendship,apple
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,48.92089194,water,happiness,mountain,clock,friendship,butterfly,thunder,book,shadow,bread
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,46.41864025,water,happiness,mountain,book,music,friendship,hammer,dream,fire,butterfly
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,47.85651266,water,mountain,happiness,book,tiger,thunder,bicycle,dream,bread,shadow
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,54.90126895,water,happiness,chair,thunder,mathematics,butterfly,bread,shadow,music,mountain
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,58.13308417,water,happiness,bicycle,thunder,sandwich,mathematics,feather,shadow,laughter,mountain
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,56.88302264,water,freedom,bicycle,thunder,sandwich,mathematics,butterfly,sadness,mountain,clock
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,55.826221,water,happiness,bicycle,thunder,mathematics,sandwich,friendship,mirror,music,elephant
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,49.30372977,water,happiness,chair,mountain,music,butterfly,anger,book,cloud,bicycle
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,46.16597819,water,happiness,chair,thunder,book,shadow,music,bread,dream,mountain
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,49.13644318,water,happiness,chair,mountain,music,butterfly,thunder,bread,shadow,friendship
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,52.29353971,happiness,mountain,spoon,elephant,thunder,library,shadow,bicycle,ocean,dream
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,47.35612516,water,happiness,mountain,bicycle,music,shadow,friendship,hammer,dream,cheese
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,48.32672529,water,happiness,mountain,clock,butterfly,thunder,book,shadow,bread,music
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,47.54579204,water,happiness,mountain,computer,music,friendship,butterfly,thunder,bread,shadow
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,58.13308417,water,happiness,bicycle,thunder,sandwich,mathematics,feather,shadow,laughter,mountain
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,57.42760544,water,happiness,bicycle,thunder,sandwich,mathematics,butterfly,mirror,laughter,mountain
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,50.93210529,water,happiness,mountain,clock,butterfly,thunder,bread,shadow,memory,carpet
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,41.51850465,water,happiness,mountain,book,music,fire,friendship,table,dream,butterfly
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,41.51850465,water,happiness,mountain,book,music,fire,friendship,chair,storm,dream
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,48.7676795,water,happiness,mountain,bicycle,music,elephant,thunder,bread,shadow,friendship
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,48.32672529,water,happiness,mountain,clock,butterfly,thunder,book,shadow,bread,music
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,51.692387,book,ocean,happiness,bicycle,thunder,sandwich,mirror,friendship,mountain,clock
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,49.49162006,water,happiness,mountain,bicycle,music,butterfly,thunder,bread,shadow,friendship
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,56.20736946,water,freedom,bicycle,thunder,mathematics,sandwich,emotion,forest,mirror,childhood
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,50.93210529,water,happiness,mountain,clock,butterfly,thunder,bread,shadow,memory,diamond
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,47.33345322,water,happiness,mountain,computer,friendship,tiger,music,hammer,cloud,justice
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,55.12089772,ocean,butterfly,mathematics,sandwich,thunder,mirror,childhood,bicycle,laughter,mountain
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,56.29743331,water,happiness,bicycle,thunder,mathematics,sandwich,shadow,music,elephant,dream
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,48.08256196,water,happiness,mountain,computer,freedom,sandwich,music,butterfly,anger,bicycle
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,49.62405637,water,happiness,mountain,computer,butterfly,thunder,friendship,sandwich,mirror,dream
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,48.1172213,water,mountain,happiness,book,tiger,music,hammer,cloud,friendship,apple
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,50.93210529,water,happiness,mountain,clock,butterfly,thunder,bread,shadow,memory,carpet
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,51.97634552,water,happiness,chair,thunder,mathematics,butterfly,shadow,bread,memory,mountain
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,44.09261651,water,mountain,happiness,book,thunder,butterfly,dream,metal,laughter,shadow
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,49.13644318,water,happiness,chair,mountain,music,butterfly,thunder,bread,shadow,friendship
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,50.84129986,water,freedom,bicycle,thunder,happiness,sandwich,mountain,music,shadow,butterfly
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,47.45772088,water,mountain,happiness,book,thunder,butterfly,memory,hammer,music,shadow
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,56.29743331,water,happiness,bicycle,thunder,mathematics,sandwich,shadow,friendship,telescope,butterfly
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,56.2496393,chair,ocean,happiness,thunder,butterfly,mathematics,sandwich,shadow,memory,crystal
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,53.6735447,water,happiness,chair,thunder,mathematics,butterfly,justice,sandwich,shadow,music
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,50.93210529,water,happiness,mountain,clock,butterfly,thunder,bread,shadow,music,pillow
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,46.41864025,water,happiness,mountain,book,music,friendship,hammer,butterfly,thunder,bread
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,50.93210529,water,happiness,mountain,clock,butterfly,thunder,bread,shadow,music,forest
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,44.36619574,water,happiness,mountain,book,music,friendship,chair,storm,memory,butterfly
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,45.52866798,water,happiness,mountain,book,music,fear,hammer,cloud,friendship,apple
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,46.41864025,water,happiness,mountain,book,music,friendship,hammer,cloud,memory,butterfly
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,47.42540275,water,happiness,mountain,book,thunder,friendship,bicycle,shadow,music,bread
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,56.61529065,water,freedom,bicycle,thunder,mathematics,sandwich,elephant,shadow,laughter,mountain
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,55.92970707,water,happiness,chair,thunder,mathematics,butterfly,sandwich,memory,mountain,music
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,49.99630392,water,mountain,happiness,book,thunder,butterfly,mathematics,sandwich,shadow,music
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,55.92970707,water,happiness,chair,thunder,mathematics,butterfly,sandwich,shadow,music,volcano
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,49.49162006,water,happiness,mountain,bicycle,music,butterfly,thunder,bread,shadow,friendship
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,46.29453809,water,mountain,happiness,book,elephant,music,thunder,friendship,bicycle,shadow
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,50.35079602,water,happiness,mountain,computer,butterfly,music,hammer,cloud,friendship,bicycle
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,56.29743331,water,happiness,bicycle,thunder,mathematics,sandwich,shadow,memory,butterfly,mountain
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,58.13308417,water,happiness,bicycle,thunder,sandwich,mathematics,feather,shadow,laughter,mountain
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,58.13308417,water,happiness,bicycle,thunder,sandwich,mathematics,feather,hospital,shadow,laughter
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,55.92970707,water,happiness,chair,thunder,mathematics,butterfly,sandwich,shadow,music,volcano
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,55.92970707,water,happiness,chair,thunder,mathematics,butterfly,sandwich,mirror,friendship,volcano
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,41.51850465,water,happiness,mountain,book,music,fire,friendship,tree,mirror,dream
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,55.92970707,water,happiness,chair,thunder,mathematics,butterfly,sandwich,shadow,music,forest
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,45.9788014,water,happiness,chair,music,mountain,book,anger,butterfly,thunder,bread
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,49.13644318,water,happiness,chair,mountain,music,butterfly,thunder,bread,shadow,friendship
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,49.20458315,water,happiness,mountain,computer,butterfly,music,anger,sandwich,cloud,friendship
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,47.78239454,water,mountain,happiness,book,elephant,thunder,kitchen,dream,bicycle,friendship
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,46.29453809,water,mountain,happiness,book,elephant,music,thunder,friendship,bicycle,shadow
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,41.51850465,water,happiness,mountain,book,music,fire,friendship,chair,dream,butterfly
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,47.78239454,water,mountain,happiness,book,elephant,thunder,kitchen,dream,shadow,music
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,41.51850465,water,happiness,mountain,book,music,fire,friendship,chair,dream,butterfly
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,55.92970707,water,happiness,chair,thunder,mathematics,butterfly,sandwich,shadow,music,hospital
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,47.5406717,water,happiness,mountain,clock,friendship,butterfly,music,bread,shadow,laughter
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,48.92089194,water,happiness,mountain,clock,friendship,butterfly,thunder,bread,memory,shadow
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,51.08052091,chair,ocean,happiness,sandwich,music,shadow,butterfly,thunder,memory,bicycle
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,48.32672529,water,happiness,mountain,clock,butterfly,thunder,book,carpet,laughter,spoon
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,44.44141967,water,happiness,mountain,book,music,fear,butterfly,thunder,memory,bread
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,49.2229627,water,happiness,mountain,book,thunder,butterfly,justice,sandwich,shadow,laughter
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,47.78239454,water,mountain,happiness,book,elephant,thunder,kitchen,dream,shadow,music
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,49.30372977,water,happiness,chair,mountain,music,butterfly,anger,book,thunder,sandwich
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,47.78239454,water,mountain,happiness,book,elephant,thunder,kitchen,dream,shadow,music
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,50.93210529,water,happiness,mountain,clock,butterfly,thunder,bread,shadow,memory,carpet
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,46.96451242,water,happiness,mountain,book,music,butterfly,thunder,friendship,mirror,bread
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,47.54579204,water,happiness,mountain,computer,friendship,butterfly,music,thunder,sandwich,dream
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,47.78239454,water,mountain,happiness,book,elephant,thunder,kitchen,dream,bicycle,friendship
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,50.93210529,water,happiness,mountain,clock,butterfly,thunder,bread,shadow,friendship,mirror
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,57.42760544,water,happiness,bicycle,thunder,sandwich,mathematics,butterfly,mirror,laughter,mountain
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,46.96451242,water,happiness,mountain,book,music,butterfly,thunder,friendship,mirror,bread
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,56.20736946,water,freedom,bicycle,thunder,mathematics,sandwich,emotion,shadow,music,forest
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,48.1172213,water,mountain,happiness,book,tiger,music,hammer,cloud,friendship,bicycle
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,41.51850465,water,happiness,mountain,book,music,fire,friendship,chair,dream,butterfly
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,47.45772088,water,happiness,mountain,book,thunder,butterfly,memory,kitchen,shadow,music
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,56.61529065,water,freedom,bicycle,thunder,mathematics,sandwich,elephant,shadow,laughter,crystal
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,50.93210529,water,happiness,mountain,clock,butterfly,thunder,bread,shadow,music,carpet
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,46.41864025,water,happiness,mountain,book,music,friendship,hammer,cloud,memory,butterfly
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,56.29743331,water,happiness,bicycle,thunder,mathematics,sandwich,shadow,friendship,telescope,butterfly
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,47.78239454,water,mountain,happiness,book,elephant,thunder,kitchen,dream,bicycle,flower
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,56.2496393,chair,ocean,happiness,thunder,sandwich,mathematics,butterfly,hospital,music,shadow
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,46.29453809,water,mountain,happiness,book,elephant,music,thunder,friendship,bicycle,dream
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,46.96451242,water,happiness,mountain,book,music,butterfly,thunder,friendship,mirror,bread
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,49.53783964,water,freedom,hammer,elephant,music,anger,mountain,book,lightning,bread
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,50.93210529,water,happiness,mountain,clock,butterfly,thunder,bread,shadow,music,carpet
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,47.54579204,water,happiness,mountain,computer,butterfly,music,friendship,hammer,cloud,democracy
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,48.76840356,water,happiness,mountain,clock,butterfly,music,thunder,bread,shadow,friendship
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,41.51850465,water,happiness,mountain,book,music,fire,friendship,butterfly,dream,hammer
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,44.51615112,water,happiness,chair,music,butterfly,mountain,dream,fire,book,friendship
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,55.92970707,water,happiness,chair,thunder,butterfly,mathematics,sandwich,mirror,friendship,volcano
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,41.51850465,water,happiness,mountain,book,music,fire,friendship,chair,dream,apple
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,50.35079602,water,happiness,mountain,computer,butterfly,music,hammer,cloud,friendship,apple
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,46.29453809,water,mountain,happiness,book,elephant,music,thunder,bread,shadow,friendship
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,55.826221,water,happiness,bicycle,thunder,mathematics,sandwich,friendship,mirror,music,forest
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,46.96451242,water,happiness,mountain,book,music,butterfly,thunder,friendship,mirror,bread
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,50.93210529,water,happiness,mountain,clock,butterfly,thunder,bread,shadow,memory,carpet
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,41.51850465,water,happiness,mountain,book,music,fire,friendship,chair,dream,apple
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,44.36619574,water,happiness,chair,music,mountain,friendship,book,fire,dream,butterfly
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,55.92970707,water,happiness,chair,thunder,mathematics,butterfly,sandwich,shadow,music,hospital
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,55.92970707,water,happiness,chair,thunder,mathematics,butterfly,sandwich,memory,mountain,music
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,53.7656017,chair,ocean,happiness,thunder,bicycle,sandwich,shadow,memory,butterfly,mountain
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,41.51850465,water,happiness,mountain,book,music,fire,friendship,chair,dream,apple
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,56.88302264,water,freedom,bicycle,thunder,sandwich,mathematics,butterfly,sadness,castle,music
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,55.92970707,water,happiness,chair,thunder,mathematics,butterfly,sandwich,shadow,music,mountain
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,47.45772088,water,mountain,happiness,book,thunder,butterfly,memory,kitchen,shadow,music
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,43.46255401,water,mountain,happiness,book,elephant,music,fire,friendship,chair,storm
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,55.92970707,water,happiness,chair,thunder,mathematics,butterfly,sandwich,moonlight,friendship,bicycle
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,56.61529065,water,freedom,bicycle,thunder,mathematics,sandwich,elephant,mirror,laughter,mountain
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,46.96451242,water,happiness,mountain,book,music,butterfly,thunder,friendship,mirror,bread
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,48.25295403,water,mountain,happiness,book,thunder,butterfly,kitchen,memory,shadow,music
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,55.92970707,water,happiness,chair,thunder,mathematics,butterfly,sandwich,mirror,friendship,volcano
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,41.51850465,water,happiness,mountain,book,music,fire,friendship,chair,storm,dream
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,43.46255401,water,mountain,happiness,book,elephant,music,fire,friendship,bicycle,cloud
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,46.41864025,water,happiness,mountain,book,music,friendship,hammer,cloud,memory,butterfly
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,41.51850465,water,happiness,mountain,book,music,fire,friendship,tree,mirror,thunder
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,56.61529065,water,freedom,bicycle,thunder,sandwich,mathematics,elephant,shadow,laughter,crystal
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,49.53783964,water,freedom,hammer,elephant,music,mountain,anger,book,sunlight,bread
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,51.49500742,water,happiness,bicycle,thunder,bread,shadow,music,forest,memory,stone
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,55.92970707,water,happiness,chair,thunder,mathematics,butterfly,sandwich,shadow,music,hospital
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,49.8044064,water,happiness,mountain,bicycle,music,friendship,hammer,cloud,democracy,butterfly
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,57.87205321,ocean,happiness,bicycle,thunder,sandwich,mathematics,butterfly,mirror,friendship,volcano
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,49.21315042,water,happiness,mountain,clock,music,butterfly,anger,sandwich,cloud,bicycle
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,49.49162006,water,happiness,mountain,bicycle,music,butterfly,thunder,bread,memory,shadow
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,41.51850465,water,happiness,mountain,book,music,fire,friendship,chair,dream,butterfly
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,56.2496393,chair,ocean,happiness,thunder,butterfly,mathematics,sandwich,shadow,memory,crystal
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,55.92970707,water,happiness,chair,thunder,mathematics,butterfly,sandwich,mirror,friendship,mountain
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,56.88302264,water,freedom,bicycle,thunder,sandwich,mathematics,butterfly,sorrow,telescope,carpet
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,47.78239454,water,mountain,happiness,book,elephant,thunder,kitchen,dream,shadow,music
Claude-Sonnet-4,new_2025,0.5,new_machine_baseline.csv,49.90818899,water,happiness,chair,music,cloud,friendship,hammer,dream,fire,book
