index,model_name,temperature,noun_0,noun_1,noun_2,noun_3,noun_4,noun_5,noun_6,noun_7,noun_8,noun_9,intelligence,dat_new,dat_old,prompt_big_category,prompt_sub_category
08db88b2e406d6242f385052aa2b0895.pickle,Llama4-Scout,1,cloud,guitar,snowflake,restaurant,fungus,kitten,mountain,perfume,library,anchor,LLMs,62.4951553,83.82311251,Baseline prompt,Baseline prompt
82d3963a99e11ffc07ee16fa02df0857.pickle,Llama4-Scout,1,cloud,chair,river,library,pineapple,bicycle,kitten,mountain,piano,cookie,LLMs,58.23214992,83.17243213,Baseline prompt,Baseline prompt
c238ed07642f69588c14be1019c6755c.pickle,Llama4-Scout,1,cloud,chair,bacterium,melody,mountain,cookie,library,tornado,perfume,submarine,LLMs,59.60242723,86.15160503,Baseline prompt,Baseline prompt
36670a13b6dba6076d97491ec69b86eb.pickle,Llama4-Scout,1,cloud,chair,pineapple,guitar,snowflake,perfume,lizard,bicycle,restaurant,library,LLMs,62.23801361,82.71642403,Baseline prompt,Baseline prompt
c9edaec4bc0b2eeabfcf7d53e891f27a.pickle,Llama4-Scout,1,cloud,chair,kitten,sandwich,ocean,bicycle,library,perfume,glacier,piano,LLMs,55.84841884,80.67397874,Baseline prompt,Baseline prompt
af329bdb754b389806a8b9eae7e1775c.pickle,Llama4-Scout,1,cloud,guitar,restaurant,snowflake,perfume,submarine,library,kitten,volcano,pillow,LLMs,62.4741966,86.92645557,Baseline prompt,Baseline prompt
698f30aa24bf7f0c428936f0bbb38c29.pickle,Llama4-Scout,1,cloud,guitar,restaurant,storm,kitten,library,perfume,submarine,pillow,glacier,LLMs,57.63265408,84.42641828,Baseline prompt,Baseline prompt
a1b665c2c68eb8ab18acc6a4e7765e45.pickle,Llama4-Scout,1,cloud,chair,ocean,pineapple,bicycle,piano,snowflake,perfume,lizard,library,LLMs,58.42025809,80.61714748,Baseline prompt,Baseline prompt
db557c454ca134db461c04ee4303ac59.pickle,Llama4-Scout,1,cloud,guitar,restaurant,snail,pillow,ocean,library,bicycle,cookie,monument,LLMs,57.3639288,81.78302578,Baseline prompt,Baseline prompt
2d4af36f4568fa32ca12e19518e7b307.pickle,Llama4-Scout,1,cloud,chair,river,library,guitar,pineapple,snowflake,temple,microscope,sandwich,LLMs,58.79131211,84.24058966,Baseline prompt,Baseline prompt
e47e08846b08fc07c5a59914a8f5481f.pickle,Llama4-Scout,1,cloud,guitar,restaurant,penguin,pillow,bicycle,library,perfume,canyon,cookie,LLMs,56.9714068,82.73629422,Baseline prompt,Baseline prompt
9e0e4d796d60bc3c9a0e913f2bf798f4.pickle,Llama4-Scout,1,cloud,piano,sandwich,bicycle,library,waterfall,kitten,microscope,sock,galaxy,LLMs,60.55133216,83.57702207,Baseline prompt,Baseline prompt
9eb07d0f98c9f3a752b33639829892ab.pickle,Llama4-Scout,1,cloud,guitar,restaurant,snowflake,perfume,submarine,pillow,galaxy,bicycle,kitten,LLMs,64.14858713,85.42949434,Baseline prompt,Baseline prompt
4e87e33a974f15a8d629147d29e2ed4d.pickle,Llama4-Scout,1,cloud,chair,river,library,pineapple,guitar,snowflake,kitten,perfume,submarine,LLMs,58.79131211,84.24058966,Baseline prompt,Baseline prompt
aa598489105537e1b224c1862c52917c.pickle,Llama4-Scout,1,cloud,guitar,hospital,ice,motorcycle,ocean,pillow,restaurant,universe,flower,LLMs,56.04195414,79.76790284,Baseline prompt,Baseline prompt
445aa0df543f0f1bc78e38382f18dca6.pickle,Llama4-Scout,1,cloud,piano,sandwich,dragonfly,cathedral,kitten,microscope,bicycle,perfume,glacier,LLMs,66.18520052,86.02175319,Baseline prompt,Baseline prompt
cc33b144ee2f50d87c71c359f8993a1d.pickle,Llama4-Scout,1,cloud,chair,pineapple,guitar,snowflake,restaurant,bicycle,perfume,submarine,library,LLMs,59.10294445,83.63161609,Baseline prompt,Baseline prompt
eb318dafca72a187ebe70f14365430e7.pickle,Llama4-Scout,1,cloud,chair,river,library,guitar,snowflake,perfume,microscope,pineapple,temple,LLMs,59.14583847,84.84727033,Baseline prompt,Baseline prompt
ce1b2ba2889a412535543e015d961bd5.pickle,Llama4-Scout,1,cloud,chair,pineapple,bicycle,library,snowflake,perfume,lizard,piano,restaurant,LLMs,60.14293559,84.01098616,Baseline prompt,Baseline prompt
4d661dacc090863c5a7133d09ae87585.pickle,Llama4-Scout,1,cloud,chair,ocean,pineapple,bicycle,book,castle,snowflake,perfume,microscope,LLMs,54.0969457,80.87140986,Baseline prompt,Baseline prompt
289bc590a321a21160ae83c69d29a6ea.pickle,Llama4-Scout,1,cloud,bicycle,pizza,library,forest,pillow,robot,ocean,violin,furnace,LLMs,55.85702684,80.89537429,Baseline prompt,Baseline prompt
12a3d7eb8ef7cf51880235c3053ff90e.pickle,Llama4-Scout,1,furniture,cloud,bicycle,restaurant,ocean,piano,sandwich,volcano,library,pineapple,LLMs,53.67783875,77.58821401,Baseline prompt,Baseline prompt
6c5a042f5255b1f55bcba466b2b4a8a6.pickle,Llama4-Scout,1,cloud,chair,equation,fungus,guitar,hospital,ocean,pizza,robot,silence,LLMs,60.60997321,85.53525543,Baseline prompt,Baseline prompt
929abb5bf15e1c99dea2de126c352e8e.pickle,Llama4-Scout,1,cloud,chair,pineapple,bicycle,piano,snowflake,restaurant,perfume,volcano,microscope,LLMs,58.53920348,83.03917299,Baseline prompt,Baseline prompt
b994c424aafb5c9744d2c605b450eeaa.pickle,Llama4-Scout,1,cloud,chair,bacteria,painting,ocean,helmet,library,pear,fence,symphony,LLMs,54.81939236,81.89658126,Baseline prompt,Baseline prompt
d516768e95a7097e247a443a3514a691.pickle,Llama4-Scout,1,cloud,chair,river,library,sandwich,piano,kitten,mountain,perfume,dictionary,LLMs,56.54111362,82.28736198,Baseline prompt,Baseline prompt
3512806fecd3fa577e0b17bfa5300db2.pickle,Llama4-Scout,1,cloud,guitar,restaurant,whale,potato,pillow,stamp,bicycle,library,frost,LLMs,59.67478471,83.94611842,Baseline prompt,Baseline prompt
51234aaffc5bdbc25807bb8f7220e366.pickle,Llama4-Scout,1,cloud,chair,emotion,fungus,galaxy,kitchen,melody,ocean,puzzle,sculpture,LLMs,59.79217026,84.22579433,Baseline prompt,Baseline prompt
972d81b00d6f7b62c17d98c1848ba114.pickle,Llama4-Scout,1,cloud,chair,river,library,sandwich,piano,frost,inquiry,orchid,cabin,LLMs,54.61086141,82.80029331,Baseline prompt,Baseline prompt
8d508f98a657bae3bc00271913dfb019.pickle,Llama4-Scout,1,cloud,chair,pineapple,bicycle,library,mountain,perfume,guitar,restaurant,snowflake,LLMs,56.87484463,81.2495457,Baseline prompt,Baseline prompt
381180a5320407c0771d19e52c96a600.pickle,Llama4-Scout,1,cloud,chair,river,library,sandwich,piano,frost,footprint,orchid,canyon,LLMs,54.61086141,82.80029331,Baseline prompt,Baseline prompt
fa7f2223fc4fefc73dd1373078ae5d07.pickle,Llama4-Scout,1,cloud,chair,pineapple,city,guitar,snowflake,perfume,submarine,library,bicycle,LLMs,60.39043083,84.38084047,Baseline prompt,Baseline prompt
49c5ef0ec7c9e40181b94d3e4f436923.pickle,Llama4-Scout,1,cloud,guitar,restaurant,fungus,pillow,bicycle,ocean,library,perfume,glacier,LLMs,60.59984628,82.52428241,Baseline prompt,Baseline prompt
9ddcef7265916f79432efd93f45a1fd8.pickle,Llama4-Scout,1,cloud,chair,ocean,idea,mountain,piano,strawberry,library,bicycle,pillow,LLMs,49.9628183,75.94515593,Baseline prompt,Baseline prompt
adc0dad95a215cd10b2ecb0a039b1e3b.pickle,Llama4-Scout,1,cloud,chair,river,smile,book,mountain,kitchen,piano,butterfly,library,LLMs,47.60522626,76.79318532,Baseline prompt,Baseline prompt
04e99ba4ce6bcce88263cb4895011e6a.pickle,Llama4-Scout,1,cloud,guitar,restaurant,snowflake,perfume,submarine,library,kitten,canyon,biscuit,LLMs,62.4741966,86.92645557,Baseline prompt,Baseline prompt
66cf3dcd7229caa7f2936cdfbfcbc8cc.pickle,Llama4-Scout,1,cloud,chair,ocean,library,sandwich,piano,strawberry,bicycle,temple,pencil,LLMs,54.17369068,79.39000464,Baseline prompt,Baseline prompt
b83fb69df76dc94f69f010d47f9788d1.pickle,Llama4-Scout,1,cloud,chair,bacteria,painting,ocean,pineapple,guitar,snowflake,perfume,library,LLMs,58.35056986,82.86144612,Baseline prompt,Baseline prompt
f19b8219b96308c18fadbceeb70b3d54.pickle,Llama4-Scout,1,cloud,guitar,restaurant,snowflake,perfume,submarine,kitten,locket,canyon,bicycle,LLMs,65.17483628,86.63137007,Baseline prompt,Baseline prompt
9699ac3d081824863e08a5e5ef217652.pickle,Llama4-Scout,1,cloud,chair,river,smile,book,mountain,kitchen,guitar,library,carpet,LLMs,47.60522626,76.79318532,Baseline prompt,Baseline prompt
19d5fe51df8e9bb45b7b2e8a1b9f23ab.pickle,Llama4-Scout,1,cloud,guitar,restaurant,kitten,bicycle,perfume,glacier,library,pillow,anchor,LLMs,63.92737606,85.92648001,Baseline prompt,Baseline prompt
60db9ee3a5da16fe6475420d365f0a69.pickle,Llama4-Scout,1,cloud,guitar,snail,restaurant,pillow,bicycle,library,dragonfly,sandwich,furnace,LLMs,59.34848894,83.77497051,Baseline prompt,Baseline prompt
67821e31d6a495af1ae1bef376a809af.pickle,Llama4-Scout,1,cloud,chair,wave,pineapple,bicycle,kitten,mountain,sandwich,perfume,library,LLMs,56.31298293,79.66134644,Baseline prompt,Baseline prompt
62162829805e2a801fe23fb71fe9be22.pickle,Llama4-Scout,1,cloud,chair,river,smile,book,mountain,kitchen,guitar,carrot,library,LLMs,47.60522626,76.79318532,Baseline prompt,Baseline prompt
74852ad1ae93f9d7f8a25962b968ae31.pickle,Llama4-Scout,1,cloud,bicycle,pineapple,castle,neuron,piano,mitten,whirlpool,dictionary,fungus,LLMs,68.81042125,89.62279563,Baseline prompt,Baseline prompt
21d43b7afd8b1ebcccfa19c0afb3cd97.pickle,Llama4-Scout,1,cloud,chair,river,pineapple,guitar,snowflake,library,perfume,submarine,monument,LLMs,58.79131211,84.24058966,Baseline prompt,Baseline prompt
9b3567438882d732645046fe9a3dbbd4.pickle,Llama4-Scout,1,cloud,chair,ocean,guitar,cookie,city,mountain,poem,microscope,wallet,LLMs,50.34426833,77.62007952,Baseline prompt,Baseline prompt
1970a8b778a0fa09d54e9522e1541004.pickle,Llama4-Scout,1,cloud,chair,river,guitar,cookie,mountain,library,snake,piano,kitten,LLMs,51.96417714,79.78941783,Baseline prompt,Baseline prompt
e663629e9ffcc451f2db1a8a2ac70330.pickle,Llama4-Scout,1,cloud,guitar,pineapple,cathedral,submarine,kitten,harmonica,glacier,piano,perfume,LLMs,67.21000798,85.53795236,Baseline prompt,Baseline prompt
cd2cb15dcca69e2add6db14e02913b61.pickle,Llama4-Scout,1,cloud,chair,ocean,idea,flower,guitar,snowflake,recipe,temple,bicycle,LLMs,51.73617285,76.66628058,Baseline prompt,Baseline prompt
76b7da7e31a155e70cdfc409c31620c2.pickle,Llama4-Scout,1,cloud,bicycle,pineapple,castle,neuron,piano,snowflake,dictionary,harbor,fungus,LLMs,66.43117687,87.16783401,Baseline prompt,Baseline prompt
63ed79e00574a3018a50f9aa218c8340.pickle,Llama4-Scout,1,cloud,chair,equation,fungus,guitar,ocean,perfume,robot,sandwich,universe,LLMs,62.2075635,85.78210605,Baseline prompt,Baseline prompt
e6a83c4a428d6b263892bf2686ed2382.pickle,Llama4-Scout,1,cloud,guitar,restaurant,whale,pillow,bicycle,library,strawberry,castle,microscope,LLMs,57.53349309,82.88236139,Baseline prompt,Baseline prompt
c327d2cb632d55a4fa52d5a12301b11d.pickle,Llama4-Scout,1,cloud,guitar,rabbit,castle,cookie,ocean,library,pillow,bicycle,microscope,LLMs,53.70669057,80.79145951,Baseline prompt,Baseline prompt
6849b81426791ae0195b84083786dd28.pickle,Llama4-Scout,1,cloud,guitar,restaurant,snowflake,perfume,submarine,pineapple,bicycle,library,volcano,LLMs,64.33149207,85.60341233,Baseline prompt,Baseline prompt
f7bab5ff176b2f4897348aafd97fa1b3.pickle,Llama4-Scout,1,cloud,chair,ocean,library,pineapple,mountain,guitar,restaurant,microscope,pillow,LLMs,53.08707406,79.37769248,Baseline prompt,Baseline prompt
df96d78dc10198fc2fe64bddaf9979d0.pickle,Llama4-Scout,1,cloud,chair,bicycle,pineapple,library,harmonica,snowflake,restaurant,pillow,submarine,LLMs,62.37253732,85.29846812,Baseline prompt,Baseline prompt
9eaf7aea5f964b2213d0b78676489578.pickle,Llama4-Scout,1,cloud,chair,ocean,pineapple,guitar,snowflake,perfume,lizard,mountain,library,LLMs,59.8436944,81.33469147,Baseline prompt,Baseline prompt
e98cb129855d48f62aa132c8dd665dae.pickle,Llama4-Scout,1,cloud,chair,pineapple,galaxy,helicopter,piano,snowflake,perfume,submarine,library,LLMs,61.98390805,83.88695734,Baseline prompt,Baseline prompt
607b22a30ec2d356bb5a5771e417e00e.pickle,Llama4-Scout,1,cloud,chair,pineapple,bicycle,library,snowflake,perfume,volcano,microscope,quilt,LLMs,60.14293559,84.01098616,Baseline prompt,Baseline prompt
66ef1d1e728f988df638c4180f73a713.pickle,Llama4-Scout,1,cloud,chair,pineapple,bicycle,piano,snowflake,perfume,submarine,kitten,dictionary,LLMs,61.55122821,83.01834852,Baseline prompt,Baseline prompt
d00e3d2aa8353f9aa0b8f8235008dc04.pickle,Llama4-Scout,1,cloud,guitar,restaurant,penguin,perfume,manuscript,bicycle,strawberry,pillow,tornado,LLMs,62.30789176,87.64928516,Baseline prompt,Baseline prompt
03e2b36bedc9f5a1eb0d9e9e60c9a57e.pickle,Llama4-Scout,1,cloud,chair,ocean,smile,book,mountain,piano,recipe,bicycle,library,LLMs,48.15313884,76.89073852,Baseline prompt,Baseline prompt
ad922568cd4cc43ad283c13bf169b1aa.pickle,Llama4-Scout,1,cloud,piano,sandwich,shark,forest,library,perfume,bicycle,temple,glacier,LLMs,59.32534285,83.85019477,Baseline prompt,Baseline prompt
7fa9edc12fc59c8034212bdf015e6440.pickle,Llama4-Scout,1,cloud,chair,ocean,library,sandwich,kitten,mountain,piano,perfume,tornado,LLMs,53.68652153,78.8538361,Baseline prompt,Baseline prompt
b4647a2c7ad92665163db3f54fa760c3.pickle,Llama4-Scout,1,cloud,chair,pasta,rabbit,guitar,sand,library,volcano,perfume,sock,LLMs,57.69171719,82.84196986,Baseline prompt,Baseline prompt
03b6723973c9452d3212832b81863a2c.pickle,Llama4-Scout,1,cloud,chair,ocean,pineapple,piano,bicycle,snowflake,restaurant,perfume,galaxy,LLMs,58.42025809,80.61714748,Baseline prompt,Baseline prompt
61d54d614301f9b48b6c646a107c9621.pickle,Llama4-Scout,1,cloud,chair,river,library,guitar,cookie,mountain,piano,kitten,microscope,LLMs,51.96417714,79.78941783,Baseline prompt,Baseline prompt
1b4e50a496641dc2ca1e8cb6712be85a.pickle,Llama4-Scout,1,cloud,chair,pineapple,galaxy,kitten,perfume,submarine,library,mountain,sandwich,LLMs,63.97278526,85.40871818,Baseline prompt,Baseline prompt
a58b1635782ba4011518381878a52ce9.pickle,Llama4-Scout,1,cloud,bicycle,pineapple,castle,piano,snake,library,pillow,factory,ocean,LLMs,58.52776554,83.24084697,Baseline prompt,Baseline prompt
1c67508ac3222c9dcea7b9cc13ea133f.pickle,Llama4-Scout,1,cloud,chair,pineapple,bicycle,piano,snowflake,perfume,lizard,kitten,dictionary,LLMs,61.55122821,83.01834852,Baseline prompt,Baseline prompt
715ab322378ebfb8a81406edafb64e08.pickle,Llama4-Scout,1,cloud,bicycle,pineapple,piano,submarine,library,kitten,perfume,glacier,manuscript,LLMs,63.43891278,86.39490571,Baseline prompt,Baseline prompt
faae289c9eec833bfa8d473b09ddc1be.pickle,Llama4-Scout,1,cloud,chair,kitten,piano,sandwich,galaxy,perfume,bicycle,library,frost,LLMs,61.32353228,84.27322397,Baseline prompt,Baseline prompt
59625c5eafa973ed79d987d0a94c80b4.pickle,Llama4-Scout,1,cloud,bicycle,pineapple,castle,neuron,soap,glacier,piano,kitten,sandwich,LLMs,66.74661935,87.41160994,Baseline prompt,Baseline prompt
e0fce53a982dde5b22cbf6c8e47fce7b.pickle,Llama4-Scout,1,cloud,chair,river,library,pizza,hurricane,piano,cookie,mountain,philosophy,LLMs,55.07551992,81.66240201,Baseline prompt,Baseline prompt
ca502892665e156ef2c9e4c1f61d1976.pickle,Llama4-Scout,1,cloud,chair,river,guitar,pineapple,snowflake,library,kitten,mountain,perfume,LLMs,58.79131211,84.24058966,Baseline prompt,Baseline prompt
c62e58ba6880559a264c73b91a11dff0.pickle,Llama4-Scout,1,cloud,chair,river,guitar,cookie,mountain,library,kitten,piano,onion,LLMs,51.96417714,79.78941783,Baseline prompt,Baseline prompt
e9c293d3dc1110f8ec91be1d99f49160.pickle,Llama4-Scout,1,cloud,guitar,restaurant,pineapple,submarine,butterfly,pillow,volcano,dictionary,bicycle,LLMs,61.07954022,83.01988451,Baseline prompt,Baseline prompt
744d2eae28695855b3abf4c6287e7e2b.pickle,Llama4-Scout,1,cloud,guitar,restaurant,whale,pineapple,bicycle,snowflake,perfume,submarine,library,LLMs,61.31954061,83.99513243,Baseline prompt,Baseline prompt
a7d6109e6fbb36e30ff94deb8e751322.pickle,Llama4-Scout,1,cloud,chair,river,poem,factory,strawberry,guitar,bicycle,library,volcano,LLMs,56.74442317,83.63938215,Baseline prompt,Baseline prompt
53c816ee85280dad564e707e964d0d6a.pickle,Llama4-Scout,1,cloud,guitar,onion,bicycle,pillow,storm,library,sandwich,igloo,nostril,LLMs,59.23689158,84.5139522,Baseline prompt,Baseline prompt
3a465d06558dc9475ea4b3bd67064f46.pickle,Llama4-Scout,1,cloud,chair,restaurant,pineapple,bicycle,library,mountain,perfume,sandwich,galaxy,LLMs,52.39633903,79.30015583,Baseline prompt,Baseline prompt
852670f77b89ed1424514acceeb9bb73.pickle,Llama4-Scout,1,cloud,chair,river,guitar,kitchen,snowflake,library,perfume,tractor,galaxy,LLMs,54.93131311,81.98002528,Baseline prompt,Baseline prompt
190728a7e13b91a5f9729fda1c381c31.pickle,Llama4-Scout,1,cloud,furniture,river,pineapple,bicycle,snowflake,library,pine,motorcycle,sandwich,LLMs,59.1422511,83.37966152,Baseline prompt,Baseline prompt
5b0c4cce33116505172776438d051fc8.pickle,Llama4-Scout,1,cloud,chair,pineapple,bicycle,piano,snowflake,perfume,submarine,library,pillow,LLMs,61.55122821,83.01834852,Baseline prompt,Baseline prompt
828bbb2fd72b32149ac09a58ca9128cd.pickle,Llama4-Scout,1,cloud,chair,pineapple,bicycle,kitten,piano,snowflake,perfume,submarine,library,LLMs,61.49687897,82.5964283,Baseline prompt,Baseline prompt
2e018bb5364d3a7650459d6251019f49.pickle,Llama4-Scout,1,cloud,chair,river,smile,library,bicycle,cookie,mountain,piano,fungus,LLMs,53.0785794,81.00859004,Baseline prompt,Baseline prompt
11d800b6d2099c9cb70d4b4cfbdfe0e8.pickle,Llama4-Scout,1,cloud,guitar,snail,pillow,bicycle,restaurant,mountain,perfume,dictionary,submarine,LLMs,58.4635526,80.30241684,Baseline prompt,Baseline prompt
037bf00887ed204f9aac2266d1c98e2a.pickle,Llama4-Scout,1,cloud,guitar,restaurant,snowflake,perfume,submarine,pineapple,locket,highway,library,LLMs,64.33149207,85.60341233,Baseline prompt,Baseline prompt
89649913fd219fd84a2c512f9340ce4f.pickle,Llama4-Scout,1,cloud,bicycle,pineapple,piano,submarine,tattoo,library,avalanche,perfume,skeleton,LLMs,62.1246068,85.51201487,Baseline prompt,Baseline prompt
7d9962a3e7a846c25c2d3c616d402853.pickle,Llama4-Scout,1,cloud,chair,bacteria,piano,sandwich,ocean,library,bicycle,perfume,glacier,LLMs,55.91779174,81.99757168,Baseline prompt,Baseline prompt
7c8ea8cc758da6d2d3915d1cc4b92354.pickle,Llama4-Scout,1,cloud,chair,ocean,library,bicycle,pineapple,castle,storm,piano,sock,LLMs,54.61872618,80.09350593,Baseline prompt,Baseline prompt
a6caade24fef1decb63373efa827cfbc.pickle,Llama4-Scout,1,cloud,chair,piano,butterfly,ocean,cookie,mountain,library,cat,engine,LLMs,52.36006969,76.82568361,Baseline prompt,Baseline prompt
4e3426326c9e12570de2cb16c33a3c02.pickle,Llama4-Scout,1,cloud,guitar,restaurant,snowflake,perfume,lizard,pineapple,bicycle,library,pillow,LLMs,62.29618032,83.41745017,Baseline prompt,Baseline prompt
5518343daaaeb4401da3ddd0a246cbfb.pickle,Llama4-Scout,1,cloud,bicycle,cheese,hurricane,piano,kitten,ocean,cookie,microscope,temple,LLMs,60.60925622,81.49267466,Baseline prompt,Baseline prompt
fd843388e20cd40e795677b768b23d9f.pickle,Llama4-Scout,1,cloud,bicycle,pineapple,piano,snake,library,pillow,robot,mountain,perfume,LLMs,58.95289744,83.09136084,Baseline prompt,Baseline prompt
358ecf6879fa6d1fcf14914fd9fbef4f.pickle,Llama4-Scout,1,cloud,chair,ocean,library,pineapple,bike,perfume,lizard,piano,snowflake,LLMs,56.72288458,82.23394658,Baseline prompt,Baseline prompt
6940d5fb25cdf943ba7378ee964be298.pickle,Llama4-Scout,1,cloud,chair,bacteria,piano,snowflake,perfume,bicycle,kitten,sandwich,monument,LLMs,63.72222488,85.99832478,Baseline prompt,Baseline prompt
8e8326da490df9a18248c4eec2ba70df.pickle,Llama4-Scout,1,cloud,chair,cookie,river,library,guitar,snowflake,perfume,submarine,philosophy,LLMs,56.04058703,82.82307928,Baseline prompt,Baseline prompt
ebc8c9f298ee10d85a6b8aba5f5f6222.pickle,Llama4-Scout,1,cloud,chair,river,book,mountain,flower,car,piano,cookie,library,LLMs,47.53890628,76.6501603,Baseline prompt,Baseline prompt
f386a578aeab3280386e5865a2ecaa0e.pickle,Llama4-Scout,1,cloud,chair,ocean,library,bicycle,restaurant,mountain,piano,sandwich,butterfly,LLMs,47.58581526,74.69479918,Baseline prompt,Baseline prompt
e383e33574c0ad2a85c60ef2d9b772db.pickle,Llama4-Scout,1,cloud,chair,river,guitar,cookie,mountain,idea,library,puppy,kitchen,LLMs,50.30653725,77.72487388,Baseline prompt,Baseline prompt
6c210ee1eaaa68a7c33773befc541263.pickle,Llama4-Scout,1,cloud,bicycle,pineapple,guitar,snowflake,perfume,submarine,pillow,restaurant,asteroid,LLMs,66.03511554,85.28949804,Baseline prompt,Baseline prompt
1bf5b59434abd489ffca963e34728490.pickle,Llama4-Scout,1,cloud,chair,ocean,poem,robot,flower,mountain,piano,cookie,library,LLMs,52.69173722,77.85354634,Baseline prompt,Baseline prompt
d585ff2f98d5c2116a547d7564eddca3.pickle,Llama4-Scout,1,cloud,bicycle,pineapple,castle,neuron,puppy,piano,snowflake,library,anchor,LLMs,66.22434105,88.60825356,Baseline prompt,Baseline prompt
9afa1a2d175eda1e67e56bf040921b5b.pickle,Llama4-Scout,1,cloud,chair,bacteria,painting,sandwich,pineapple,mountain,piano,emotion,microscope,LLMs,58.60614704,82.07430127,Baseline prompt,Baseline prompt
357be44e41b12df3b85d0f1474207fb4.pickle,Llama4-Scout,1,cloud,chair,pineapple,bicycle,perfume,snowflake,restaurant,kitten,piano,galaxy,LLMs,59.63674234,83.04691207,Baseline prompt,Baseline prompt
a079d66ca55b43e111b246cd48885f62.pickle,Llama4-Scout,1,cloud,chair,ocean,idea,book,mountain,kitchen,flower,computer,pillow,LLMs,43.12262794,73.26842243,Baseline prompt,Baseline prompt
b82e89dc006070afebc3b1d1ff9262f3.pickle,Llama4-Scout,1,cloud,guitar,pineapple,submarine,bicycle,perfume,snowflake,dictionary,pillow,restaurant,LLMs,66.03511554,85.28949804,Baseline prompt,Baseline prompt
1a761aa0e0080c4013f30e52353da28a.pickle,Llama4-Scout,1,cloud,guitar,restaurant,bicycle,snowflake,perfume,lizard,pillow,galaxy,cookie,LLMs,62.59446296,84.83150502,Baseline prompt,Baseline prompt
2acb76c3176cfafd945a26147ffc06d5.pickle,Llama4-Scout,1,cloud,chair,river,library,pineapple,guitar,snowflake,perfume,submarine,galaxy,LLMs,58.79131211,84.24058966,Baseline prompt,Baseline prompt
6370131f665b7e68b573d5f6fb7bc310.pickle,Llama4-Scout,1,cloud,chair,bacteria,painting,pineapple,guitar,snowflake,perfume,submarine,library,LLMs,62.28053182,85.38452112,Baseline prompt,Baseline prompt
57d2dac7768ab6bf6658446ac605cd8b.pickle,Llama4-Scout,1,cloud,chair,ocean,library,piano,strawberry,bicycle,temple,microscope,pillow,LLMs,54.14523289,79.65035509,Baseline prompt,Baseline prompt
110f5a93c8060acf495ecb6b36c9b384.pickle,Llama4-Scout,1,cloud,chair,ocean,pineapple,bicycle,kitten,piano,snowflake,perfume,submarine,LLMs,58.60007063,81.05779662,Baseline prompt,Baseline prompt
95b0bc6e5c02845fdaf39eab6d98ab66.pickle,Llama4-Scout,1,cloud,bicycle,kitchen,strawberry,piano,snake,library,pillow,ocean,factory,LLMs,56.66164001,81.6209024,Baseline prompt,Baseline prompt
47ee19e14898641bd9fa593b00d1ed50.pickle,Llama4-Scout,1,cloud,chair,ocean,idea,sandwich,library,volcano,piano,kitten,cookie,LLMs,50.95479483,77.61751633,Baseline prompt,Baseline prompt
58fe47935b0b964f27f18cee90d99f10.pickle,Llama4-Scout,1,cloud,chair,pineapple,microphone,bicycle,snowflake,perfume,lizard,piano,library,LLMs,62.58052807,84.2715053,Baseline prompt,Baseline prompt
384fb648c4455e06d1d8f0a5aaddff17.pickle,Llama4-Scout,1,cloud,chair,bacterium,melody,sandwich,glacier,library,perfume,tractor,emotion,LLMs,64.4074704,88.22003621,Baseline prompt,Baseline prompt
15edb683627463ac6a78877f48f55a49.pickle,Llama4-Scout,1,cloud,guitar,pineapple,bicycle,snowflake,perfume,lizard,pillow,restaurant,galaxy,LLMs,63.93249581,83.05943719,Baseline prompt,Baseline prompt
d0335218f87d937469b7d76e6a554240.pickle,Llama4-Scout,1,cloud,chair,ocean,library,pineapple,guitar,snowflake,perfume,submarine,temple,LLMs,56.92167558,82.14437145,Baseline prompt,Baseline prompt
cdeba64dc261d1659b5f532b329f289e.pickle,Llama4-Scout,1,cloud,guitar,restaurant,kitten,glacier,pillow,fungus,bicycle,perfume,library,LLMs,65.60851261,86.12451987,Baseline prompt,Baseline prompt
95c7acc7cbafc8a128243913d5d7bab9.pickle,Llama4-Scout,1,cloud,chair,river,library,sandwich,piano,frost,footprint,galaxy,fungus,LLMs,54.61086141,82.80029331,Baseline prompt,Baseline prompt
79475874ec60976c13f436d7220481ae.pickle,Llama4-Scout,1,cloud,chair,fungus,ocean,song,bicycle,kitchen,snowflake,perfume,library,LLMs,57.27086827,82.07516529,Baseline prompt,Baseline prompt
89cb90612f42da7be0c37b17392d85bf.pickle,Llama4-Scout,1,cloud,chair,bacteria,piano,snowflake,perfume,galaxy,bicycle,restaurant,pillow,LLMs,63.8328462,86.17845132,Baseline prompt,Baseline prompt
6144c07373571f8da5a0c0d7e999c9e1.pickle,Llama4-Scout,1,cloud,chair,ocean,library,pineapple,bicycle,pillow,storm,kitchen,galaxy,LLMs,54.32635268,78.65220167,Baseline prompt,Baseline prompt
49151544fc7fcae95af8b642c5d08e42.pickle,Llama4-Scout,1,cloud,guitar,restaurant,snowflake,perfume,submarine,pillow,galaxy,bicycle,sandwich,LLMs,64.14858713,85.42949434,Baseline prompt,Baseline prompt
5ac487519805a4c56ded94f0cbd179e8.pickle,Llama4-Scout,1,cloud,chair,river,library,piano,sandwich,bicycle,mountain,perfume,fungus,LLMs,54.33121887,80.61150394,Baseline prompt,Baseline prompt
